folder	filename	path	width	height	xmin	ymin	xmax	ymax				name
images	26388325.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26388325.jpg	1536	1024	443.7504	51.2	1189.0176	796.4672				Chiroptera
images	26443017.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443017.jpg	800	600	193.36	86.64	673.36	566.64				Chiroptera
images	26443650.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443650.jpg	1300	1930	37.57	530.75	1224.73	1717.91				Chiroptera
images	26443651.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443651.jpg	1300	1930	0	214.423	1294.67	1509.093				Chiroptera
images	26443653.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443653.jpg	1200	1893	147.36	841.2492	1194.72	1888.6092				Chiroptera
images	26443657.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443657.jpg	1367	2048	0	0	1361.2586	2048				Chiroptera
images	26443661.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443661.jpg	2048	1414	530.6368	243.4908	1312.9728	1025.8268				Chiroptera
images	26443678.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443678.jpg	1567	1296	695.2779	396.0576	1329.2861	1030.0658				Chiroptera
images	26443682.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443682.jpg	1951	2048	136.57	352.6656	1678.0551	1894.1507				Chiroptera
images	26501741.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26501741.jpg	2048	1536	345.7024	247.4496	1395.3024	1297.0496				Chiroptera
images	26531303.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26531303.jpg	371	556	0	137.4432	349.3707	486.8139				Chiroptera
images	26532031.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26532031.jpg	2048	1536	98.0992	76.8	1519.0016	1497.7024				Chiroptera
images	26532032.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26532032.jpg	2048	1536	674.2016	298.5984	1638.4	1262.7968				Chiroptera
images	26533915.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26533915.jpg	2131	3131	52.2095	730.4623	1983.1086	2661.3614				Chiroptera
images	26533958.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26533958.jpg	1536	2048	125.184	0	1376.7168	1251.5328				Chiroptera
images	26745769.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26745769.jpg	1024	683	265.5232	127.1063	658.0224	519.6055				Chiroptera
images	26746223.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26746223.jpg	2048	1476	28.672	250.0344	1126.4	1347.7624				Chiroptera
images	26746224.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26746224.jpg	1744	2048	130.6256	244.5312	1658.7184	1772.624				Chiroptera
images	26746225.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26746225.jpg	1498	2048	68.3088	199.0656	1275.8466	1406.6034				Chiroptera
images	26791145.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26791145.jpg	742	1006	2.8196	259.8498	739.2546	996.2848				Chiroptera
images	26803240.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26803240.jpg	308	500	13.86	205.55	308	499.69				Chiroptera
images	26806254.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26806254.jpg	1920	2560	92.352	561.664	1827.456	2296.768				Chiroptera
images	26807022.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807022.jpg	225	160	38.0025	1.008	195.9975	159.003				Chiroptera
images	26807023.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807023.jpg	272	389	0	15.8712	272	313.6212				Chiroptera
images	26807027.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807027.jpg	269	247	22.9995	0	269	246.0005				Chiroptera
images	26837964.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26837964.jpg	2288	1712	299.728	152.1968	1574.6016	1427.0704				Chiroptera
images	26866545.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26866545.jpg	285	332	0	16.9984	284.0025	301.0009				Chiroptera
images	26891673.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26891673.jpg	2896	1944	1140.1552	372.6648	2199.2224	1431.732				Chiroptera
images	26905074.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26905074.jpg	1083	1311	0	83.7729	1079.3178	1163.0907				Chiroptera
images	26907037.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26907037.jpg	300	450	1.26	85.005	300	383.745				Chiroptera
images	26909591.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26909591.jpg	891	354	307.2168	0	658.9836	351.7668				Chiroptera
images	26917356.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26917356.jpg	180	269	0	81.9912	178.992	260.9832				Chiroptera
images	26920757.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920757.jpg	3888	2592	1677.672	432.0864	3146.5584	1900.9728				Chiroptera
images	26920759.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920759.jpg	2166	1593	806.1852	508.8042	1448.4042	1151.0232				Chiroptera
images	26920760.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920760.jpg	2230	1945	928.795	832.071	1452.622	1355.898				Chiroptera
images	26963713.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963713.jpg	5184	3456	614.304	9.6768	4051.296	3446.6688				Chiroptera
images	26963714.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963714.jpg	4291	2861	874.0767	8.0108	3392.8937	2526.8278				Chiroptera
images	26963715.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963715.jpg	2304	3456	57.6	268.8768	2131.2	2342.4768				Chiroptera
images	26963726.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963726.jpg	1365	2048	0	506.2656	1359.267	1865.5326				Chiroptera
images	26963727.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963727.jpg	2048	1365	504.4224	246.519	1456.3328	1198.4294				Chiroptera
images	26963728.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963728.jpg	2048	1365	443.8016	83.4015	1721.9584	1361.5583				Chiroptera
images	26963729.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963729.jpg	1366	2048	0	415.3344	1360.2628	1775.5972				Chiroptera
images	26963730.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963730.jpg	1366	2048	0	591.6672	1360.2628	1951.93				Chiroptera
images	27045289.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27045289.jpg	333	285	41.9913	0	326.007	285				Chiroptera
images	27050584.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27050584.jpg	1024	1536	4.3008	230.4	1019.8016	1245.9008				Chiroptera
images	27051165.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27051165.jpg	3071	2407	669.1709	0	3071	2401.8291				Chiroptera
images	27057914.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27057914.jpg	381	285	97.9932	0	360.0069	285				Chiroptera
images	27060006.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27060006.jpg	1600	1200	616.64	9.96	1220	613.32				Chiroptera
images	27067152.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27067152.jpg	1216	1432	4.0128	71.6	1216	1283.5872				Chiroptera
images	27074413.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27074413.jpg	2665	1777	972.192	9.9512	2502.1685	1539.9277				Chiroptera
images	27079234.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27079234.jpg	999	750	224.775	102.075	774.225	651.525				Chiroptera
images	27080123.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27080123.jpg	468	620	12.0276	0	442.1664	430.1388				Chiroptera
images	27086450.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27086450.jpg	854	1280	3.5868	337.792	850.4986	1184.7038				Chiroptera
images	27087106.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27087106.jpg	1400	1120	214.62	6.272	1325.24	1116.892				Chiroptera
images	27109764.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27109764.jpg	2048	1536	588.8	379.6992	1472.1024	1263.0016				Chiroptera
images	27110994.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27110994.jpg	1536	2048	17.0496	329.9328	1353.984	1666.8672				Chiroptera
images	27110995.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27110995.jpg	1536	2048	68.1984	329.9328	1410.816	1672.5504				Chiroptera
images	27115415.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27115415.jpg	1083	1311	0	25.4334	1079.3178	1104.7512				Chiroptera
images	27115454.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27115454.jpg	567	179	179.0019	1.0024	356.0193	178.0198				Chiroptera
images	27118171.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27118171.jpg	3504	2336	843.4128	136.1888	2666.8944	1959.6704				Chiroptera
images	27127092.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27127092.jpg	800	471	353.12	0	748.96	395.84				Chiroptera
images	27132618.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27132618.jpg	534	800	8.9178	82.24	534	607.3222				Chiroptera
images	27136836.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27136836.jpg	1110	1764	4.884	548.7804	1105.116	1649.0124				Chiroptera
images	27142199.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27142199.jpg	512	730	0	113.588	509.952	623.54				Chiroptera
images	27149295.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27149295.jpg	336	259	48.0144	44.9883	98.0112	94.9851				Chiroptera
images	27149297.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27149297.jpg	336	259	69.9888	45.9984	119.9856	95.9952				Chiroptera
images	27154446.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27154446.jpg	2592	3888	0	637.2432	2581.1136	3218.3568				Chiroptera
images	27156948.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27156948.jpg	3021	1845	536.5296	0	2375.1102	1838.5806				Chiroptera
images	27157112.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27157112.jpg	1841	2974	379.7983	132.0456	1585.101	1337.3483				Chiroptera
images	27158446.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27158446.jpg	2843	1913	669.5265	0	2577.1795	1913				Chiroptera
images	27158879.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27158879.jpg	1276	850	399.388	89.76	1108.3336	798.7056				Chiroptera
images	27162382.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27162382.jpg	1914	2634	0	468.3252	1906.7268	2375.052				Chiroptera
images	27162827.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27162827.jpg	1902	3015	0	703.3995	1893.6312	2597.0307				Chiroptera
images	27169712.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27169712.jpg	541	742	0	152.5552	538.9442	691.4994				Chiroptera
images	27181534.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27181534.jpg	435	760	2.1315	177.308	435	610.1765				Chiroptera
images	27187918.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27187918.jpg	960	720	153.984	0	871.968	717.984				Chiroptera
images	27190282.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27190282.jpg	800	534	190	38.5548	645.68	494.2348				Chiroptera
images	27227536.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27227536.jpg	1243	1909	0	339.4202	1237.6551	1577.0753				Chiroptera
images	27228019.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27228019.jpg	3648	2736	1124.6784	782.7696	2606.8608	2264.952				Chiroptera
images	27228021.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27228021.jpg	3648	2736	949.9392	782.7696	2903.0784	2735.9088				Chiroptera
images	27228443.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27228443.jpg	1637	984	403.6842	0	1284.2265	984				Chiroptera
images	27233536.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27233536.jpg	1378	469	646.282	0	1111.9082	465.6262				Chiroptera
images	27237962.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27237962.jpg	2879	1870	675.7013	0	2541.2933	1865.592				Chiroptera
images	27237968.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27237968.jpg	2920	1866	539.324	0	2401.408	1862.084				Chiroptera
images	27239587.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27239587.jpg	1292	1924	5.2972	336.7	1286.5736	1617.9764				Chiroptera
images	27239589.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27239589.jpg	1494	2381	33.0174	383.5791	1494	1844.5617				Chiroptera
images	27245717.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27245717.jpg	400	600	1.68	128.34	400	526.66				Chiroptera
images	27251664.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27251664.jpg	2037	1077	1099.3689	266.6652	1889.5212	1056.8175				Chiroptera
images	27261853.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27261853.jpg	1500	993	482.55	93.7392	1290.45	901.6392				Chiroptera
images	27279834.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27279834.jpg	1312	760	242.064	0	999.8752	757.8112				Chiroptera
images	27283552.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27283552.jpg	3057	2293	859.9341	439.5681	2242.0038	1821.6378				Chiroptera
images	27290833.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27290833.jpg	3872	2592	1266.5312	460.8576	2619.408	1813.7344				Chiroptera
images	27294676.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27294676.jpg	2570	1713	471.081	0	2113.054	1641.973				Chiroptera
images	27371572.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27371572.jpg	2048	1536	328.4992	47.0016	1339.8016	1058.304				Chiroptera
images	27372717.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372717.jpg	1357	2048	295.2832	165.0688	1101.4769	971.2625				Chiroptera
images	27372718.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372718.jpg	1535	2048	96.705	16.9984	1068.8205	989.1139				Chiroptera
images	27372731.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372731.jpg	1779	2048	51.2352	244.5312	1682.4003	1875.6963				Chiroptera
images	27372748.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372748.jpg	2048	1384	630.1696	130.6496	1875.1488	1375.6288				Chiroptera
images	27372749.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372749.jpg	2048	1366	534.7328	0	1896.2432	1361.5104				Chiroptera
images	27372750.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372750.jpg	2048	1404	390.144	3.9312	1786.6752	1400.4624				Chiroptera
images	27372751.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372751.jpg	2048	1479	612.7616	8.2824	1928.8064	1324.3272				Chiroptera
images	27372752.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372752.jpg	1447	2048	0	489.2672	1441.3567	1930.6239				Chiroptera
images	27372753.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372753.jpg	1238	2048	0	659.8656	1232.3052	1892.1708				Chiroptera
images	27372754.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372754.jpg	2048	1277	156.2624	0	1430.528	1277				Chiroptera
images	27384041.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27384041.jpg	1535	1784	123.721	109.0024	1153.706	1138.9874				Chiroptera
images	27384848.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27384848.jpg	1400	933	285.18	0	1215.9	933				Chiroptera
images	27438074.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27438074.jpg	5184	3456	2611.1808	1372.7232	4531.3344	3292.8768				Chiroptera
images	27438134.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27438134.jpg	2048	1536	157.9008	264.4992	1361.1008	1467.6992				Chiroptera
images	27438933.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27438933.jpg	928	1200	60.0416	339.96	847.8208	1127.7392				Chiroptera
images	27488044.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488044.jpg	798	1200	26.733	320.04	701.2026	994.5096				Chiroptera
images	27488045.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488045.jpg	800	1200	90	489.96	800	1199.96				Chiroptera
images	27488046.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488046.jpg	798	1200	86.8224	373.32	798	1084.4976				Chiroptera
images	27488047.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488047.jpg	798	1200	93.5256	386.64	798	1091.1144				Chiroptera
images	27488048.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488048.jpg	1200	800	253.32	33.36	1017.72	797.76				Chiroptera
images	27488049.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488049.jpg	1442	999	83.2034	97.1028	903.9898	917.8892				Chiroptera
images	27488050.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488050.jpg	1200	800	153.36	0	888.96	735.6				Chiroptera
images	27488051.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488051.jpg	1200	800	177.72	100	875.52	797.8				Chiroptera
images	27488052.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488052.jpg	1200	800	162.24	37.76	924.48	800				Chiroptera
images	27488053.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488053.jpg	1200	800	82.2	86.64	713.28	717.72				Chiroptera
images	27686829.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686829.jpg	1119	1419	39.3888	98.4786	1056.0003	1115.0901				Chiroptera
images	27686830.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686830.jpg	1320	974	330	119.0228	1046.76	835.7828				Chiroptera
images	27686832.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686832.jpg	1109	739	291.667	28.7471	858.4769	595.557				Chiroptera
images	27686833.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686833.jpg	1109	739	184.8703	281.2634	579.2307	675.6238				Chiroptera
images	27686834.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686834.jpg	1109	739	0	75.9692	433.2863	509.2555				Chiroptera
images	27686835.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686835.jpg	1109	739	51.3467	164.2058	388.15	501.0091				Chiroptera
images	27686836.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686836.jpg	1109	739	525.7769	314.075	878.9934	667.2915				Chiroptera
images	27686837.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686837.jpg	1109	739	20.5165	108.7808	478.5335	566.7978				Chiroptera
images	27686838.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686838.jpg	1109	739	12.3099	14.3366	694.1231	696.1498				Chiroptera
images	27686839.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686839.jpg	675	960	0	184.032	672.3	856.332				Chiroptera
images	27686840.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686840.jpg	680	979	27.2	176.8074	660.96	810.5674				Chiroptera
images	27686890.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686890.jpg	800	534	328	115.7178	580.32	368.0378				Chiroptera
images	27686903.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686903.jpg	2048	1796	423.5264	54.9576	1953.3824	1584.8136				Chiroptera
images	27686905.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686905.jpg	1379	1389	343.7847	266.2713	1348.1104	1270.597				Chiroptera
images	25350543.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25350543.jpg	2048	1791	268.4928	0	2003.3536	1734.8608				Chiroptera
images	30150274.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/30150274.jpg	600	382	1.08	1.0696	381.24	381.2296				Chiroptera
images	25790612.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25790612.jpg	2304	3072	392.6016	793.4976	2048.0256	2448.9216				Chiroptera
images	29949079.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29949079.jpg	1706	1150	0	0	1146.9438	1146.9438				Chiroptera
images	31322166.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31322166.jpg	512	615	0	56.3955	510.3104	566.7059				Chiroptera
images	31560900.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31560900.jpg	1898	2684	7.4022	0	1898	1890.5978				Chiroptera
images	29211103.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29211103.jpg	3072	2048	910.2336	620.1344	1814.6304	1524.5312				Chiroptera
images	31445696.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31445696.jpg	1708	1310	3.5868	0	1311.0608	1307.474				Chiroptera
images	24980531.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24980531.jpg	1024	768	125.8496	2.1504	891.6992	768				Chiroptera
images	29836223.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29836223.jpg	1024	768	187.6992	0	940.7488	753.0496				Chiroptera
images	25691688.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25691688.jpg	200	319	0	120.9967	197	317.9967				Chiroptera
images	31653629.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31653629.jpg	3008	2000	1117.472	638.8	1795.776	1317.104				Chiroptera
images	27798430.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27798430.jpg	1296	2064	5.7024	624.9792	1290.2976	1909.5744				Chiroptera
images	31464776.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31464776.jpg	2131	3131	8.7371	8.7668	2122.2629	2122.2926				Chiroptera
images	24872568.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24872568.jpg	4112	3152	1522.2624	227.5744	3805.656	2510.968				Chiroptera
images	29708510.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29708510.jpg	5251	3516	1219.8073	556.5828	3249.8439	2586.6194				Chiroptera
images	25350564.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25350564.jpg	2048	1536	277.2992	0	1736.4992	1459.2				Chiroptera
images	31477452.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31477452.jpg	1991	2969	0	206.0486	1982.8369	2188.8855				Chiroptera
images	24880875.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24880875.jpg	3146	2156	688.974	0	2720.3462	2031.3722				Chiroptera
images	26858914.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26858914.jpg	573	355	75.0057	29.0035	391.0152	345.013				Chiroptera
images	26880377.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26880377.jpg	1675	1025	863.4625	0	1475.675	1025				Chiroptera
images	29708509.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29708509.jpg	5040	3576	1123.416	834.2808	3141.432	2852.2968				Chiroptera
images	24872570.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24872570.jpg	4928	3264	652.4672	63.3216	3460.9344	2871.7888				Chiroptera
images	26809129.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26809129.jpg	2244	1756	521.9544	0	2239.0632	1756				Chiroptera
images	25797693.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25797693.jpg	1627	2269	0	542.0641	1620.6547	2162.7188				Chiroptera
images	26244722.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26244722.jpg	2048	1365	762.2656	155.4735	1672.3968	1065.6047				Chiroptera
images	25665537.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25665537.jpg	499	337	127.9935	1.011	463.9702	336.9877				Chiroptera
images	26807796.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807796.jpg	484	382	122.0648	41.3706	440.4884	359.7942				Chiroptera
images	27735317.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27735317.jpg	2120	2816	187.832	727.3728	1861.996	2401.5368				Chiroptera
images	24980532.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24980532.jpg	696	1024	0	329.9328	693.1464	1023.0792				Chiroptera
images	27798451.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27798451.jpg	3872	2592	734.1312	633.4848	2519.1232	2418.4768				Chiroptera
images	29248721.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29248721.jpg	600	488	105.66	52.8504	511.98	459.1704				Chiroptera
images	26779186.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26779186.jpg	441	307	97.02	1.0131	399.0168	303.0099				Chiroptera
images	25350539.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25350539.jpg	2048	1536	520.6016	85.4016	1604.4032	1169.2032				Chiroptera
images	25593429.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25593429.jpg	480	640	1.776	104.896	480	583.12				Chiroptera
images	29961062.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29961062.jpg	4928	3264	18.2336	0	3270.2208	3251.9872				Chiroptera
images	24872572.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24872572.jpg	4928	3264	1956.9088	779.7696	4420.9088	3243.7696				Chiroptera
images	31464802.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31464802.jpg	2113	3167	8.8746	8.8676	2104.3367	2104.3297				Chiroptera
images	24968522.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24968522.jpg	2135	3000	1092.4795	1458.3	1726.361	2092.1815				Chiroptera
images	29836229.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/29836229.jpg	1024	768	439.5008	243.2256	695.5008	499.2256				Chiroptera
images	25798688.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25798688.jpg	900	675	221.22	86.265	776.25	641.295				Chiroptera
images	24993447.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24993447.jpg	3072	2048	659.8656	96.6656	2412.1344	1848.9344				Chiroptera
images	27798443.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27798443.jpg	2272	1520	595.4912	88.616	1718.768	1211.8928				Chiroptera
images	31679388.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/31679388.jpg	3672	2448	6.9768	0	2448.1224	2441.1456				Chiroptera
images	25350559.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25350559.jpg	2048	767	808.5504	67.1892	1440.5632	699.202				Chiroptera
