Scientific name,Common name,Coverage,URL
"Pseudomonas syringae pv. actinidiae","bacterial canker of kiwifruit",Full,https://www.cabi.org/isc/datasheet/45002/aqb
"Pseudorasbora parva","topmouth gudgeon",Full,https://www.cabi.org/isc/datasheet/67983/aqb
"Psidium cattleianum","strawberry guava",Full,https://www.cabi.org/isc/datasheet/45135/aqb
"Psidium guajava","guava",Full,https://www.cabi.org/isc/datasheet/45141/aqb
"Psittacula krameri","rose-ringed parakeet",Full,https://www.cabi.org/isc/datasheet/45158/aqb
"Psittacus erithacus","African grey parrot",Full,https://www.cabi.org/isc/datasheet/67079/aqb
"Pteridium aquilinum","bracken",Full,https://www.cabi.org/isc/datasheet/45596/aqb
"Pterois volitans","lionfish",Full,https://www.cabi.org/isc/datasheet/109158/aqb
"Pterolepis glomerata","false meadowbeauty",Full,https://www.cabi.org/isc/datasheet/118975/aqb
"Ptychosperma macarthurii","Macarthur palm",Full,https://www.cabi.org/isc/datasheet/45714/aqb
"Puccinia agrophila",,Full,https://www.cabi.org/isc/datasheet/107867/aqb
"Puccinia buxi",,Full,https://www.cabi.org/isc/datasheet/45752/aqb
"Puccinia erythropus",,Full,https://www.cabi.org/isc/datasheet/107868/aqb
"Puccinia gladioli",,Full,https://www.cabi.org/isc/datasheet/45793/aqb
"Puccinia graminis","stem rust of cereals",Full,https://www.cabi.org/isc/datasheet/45797/aqb
"Puccinia horiana","white rust of chrysanthemum",Full,https://www.cabi.org/isc/datasheet/45806/aqb
"Puccinia kuehnii","orange rust",Full,https://www.cabi.org/isc/datasheet/45818/aqb
"Puccinia miscanthi",,Full,https://www.cabi.org/isc/datasheet/107869/aqb
"Puccinia pittieriana","common rust of potato",Full,https://www.cabi.org/isc/datasheet/45847/aqb
"Puccinia psidii","myrtle rust",Full,https://www.cabi.org/isc/datasheet/45846/aqb
"Puccinia substriata var. substriata",,Full,https://www.cabi.org/isc/datasheet/107870/aqb
"Pucciniastrum coryli",,Full,https://www.cabi.org/isc/datasheet/45893/aqb
"Pueraria montana var. lobata","kudzu",Full,https://www.cabi.org/isc/datasheet/45903/aqb
"Pueraria phaseoloides","tropical kudzu",Full,https://www.cabi.org/isc/datasheet/45906/aqb
"pullorum disease",,Full,https://www.cabi.org/isc/datasheet/67428/aqb
"Pycnonotus cafer","red-vented bulbul",Full,https://www.cabi.org/isc/datasheet/45977/aqb
"Pylodictis olivaris","flathead catfish",Full,https://www.cabi.org/isc/datasheet/67542/aqb
"Pyrrhalta luteola","elm leaf beetle",Full,https://www.cabi.org/isc/datasheet/44619/aqb
"Python molurus bivittatus","Burmese python",Full,https://www.cabi.org/isc/datasheet/66412/aqb
"Q fever",,Full,https://www.cabi.org/isc/datasheet/66416/aqb
"Quadrastichus erythrinae","Erythrina gall wasp",Full,https://www.cabi.org/isc/datasheet/46220/aqb
"Quelea quelea","weaver bird",Full,https://www.cabi.org/isc/datasheet/66441/aqb
"rabbit haemorrhagic disease",,Full,https://www.cabi.org/isc/datasheet/66455/aqb
"rabbit hemorrhagic disease virus",,Full,https://www.cabi.org/isc/datasheet/96420/aqb
"rabies",,Full,https://www.cabi.org/isc/datasheet/66457/aqb
"rabies virus",,Full,https://www.cabi.org/isc/datasheet/66456/aqb
"Radopholus citri",,Full,https://www.cabi.org/isc/datasheet/46684/aqb
"Radopholus similis","burrowing nematode",Full,https://www.cabi.org/isc/datasheet/46685/aqb
"Radumeris tasmaniensis","yellow flower wasp",Full,https://www.cabi.org/isc/datasheet/109215/aqb
"Railways and roadsides (habitat)",,Full,https://www.cabi.org/isc/datasheet/107787/aqb
"Ralstonia solanacearum","bacterial wilt of potato",Full,https://www.cabi.org/isc/datasheet/45009/aqb
"Ralstonia solanacearum race 1","bacterial wilt of solanaceous crops",Full,https://www.cabi.org/isc/datasheet/44998/aqb
"Ralstonia solanacearum race 2","moko disease",Full,https://www.cabi.org/isc/datasheet/44999/aqb
"Ralstonia solanacearum race 3","brown rot of potato",Full,https://www.cabi.org/isc/datasheet/45000/aqb
"Rana catesbeiana","American bullfrog",Full,https://www.cabi.org/isc/datasheet/66618/aqb
"Ranavirus infection in amphibians",,Full,https://www.cabi.org/isc/datasheet/121709/aqb
"Raoiella indica","red palm mite",Full,https://www.cabi.org/isc/datasheet/46792/aqb
"Rapana venosa","veined rapana whelk",Full,https://www.cabi.org/isc/datasheet/66682/aqb
"Raphanus raphanistrum","wild radish",Full,https://www.cabi.org/isc/datasheet/46795/aqb
"Rastrococcus invadens","fruit tree mealybug",Full,https://www.cabi.org/isc/datasheet/46824/aqb
"Rattus exulans",,,https://www.cabi.org/isc/datasheet/46834/aqb
"Rattus norvegicus",,,https://www.cabi.org/isc/datasheet/46829/aqb
"Rattus rattus","black rat",Full,https://www.cabi.org/isc/datasheet/46831/aqb
"red sea bream iridoviral disease",,Full,https://www.cabi.org/isc/datasheet/66796/aqb
"Renibacterium salmoninarum",,Full,https://www.cabi.org/isc/datasheet/66866/aqb
"Reutealis trisperma","Philippine tung",Full,https://www.cabi.org/isc/datasheet/4125/aqb
"Rhadinaphelenchus cocophilus","red ring nematode",Full,https://www.cabi.org/isc/datasheet/47035/aqb
"Rhagoletis cingulata","cherry fruit fly",Full,https://www.cabi.org/isc/datasheet/47051/aqb
"Rhagoletis completa","walnut husk fly",Full,https://www.cabi.org/isc/datasheet/47053/aqb
"Rhagoletis fausta","black cherry fruit fly",Full,https://www.cabi.org/isc/datasheet/47055/aqb
"Rhagoletis mendax","blueberry fruit fly",Full,https://www.cabi.org/isc/datasheet/47057/aqb
"Rhagoletis pomonella","apple maggot",Full,https://www.cabi.org/isc/datasheet/47060/aqb
"Rhamnus cathartica","buckthorn",Full,https://www.cabi.org/isc/datasheet/46996/aqb
"Rhamphicarpa fistulosa",,Full,https://www.cabi.org/isc/datasheet/119715/aqb
"Rhaponticum repens","Russian knapweed",Full,https://www.cabi.org/isc/datasheet/2946/aqb
"Rhinella marina",,,https://www.cabi.org/isc/datasheet/10333/aqb
"Rhinocyllus conicus","thistle-head weevil",Full,https://www.cabi.org/isc/datasheet/47083/aqb
"Rhipicephalus appendiculatus",,Full,https://www.cabi.org/isc/datasheet/65995/aqb
"Rhipicephalus evertsi evertsi",,Full,https://www.cabi.org/isc/datasheet/66004/aqb
"Rhithropanopeus harrisii",,Full,https://www.cabi.org/isc/datasheet/66045/aqb
"Rhizophora mangle","red mangrove",Full,https://www.cabi.org/isc/datasheet/47509/aqb
"Rhodeus ocellatus ocellatus","rosy bitterling",Full,https://www.cabi.org/isc/datasheet/66070/aqb
"Rhododendron ponticum","rhododendron",Full,https://www.cabi.org/isc/datasheet/47272/aqb
"Rhodomyrtus tomentosa","Downy rose-myrtle",Full,https://www.cabi.org/isc/datasheet/47297/aqb
"Rhopilema nomadica","nomad jellyfish",Full,https://www.cabi.org/isc/datasheet/108185/aqb
"Rhus typhina","staghorn sumac",Full,https://www.cabi.org/isc/datasheet/47400/aqb
"Rhyacionia buoliana","European pine shoot moth",Full,https://www.cabi.org/isc/datasheet/23641/aqb
"Rhynchophorus ferrugineus","red palm weevil",Full,https://www.cabi.org/isc/datasheet/47472/aqb
"Rhynchophorus palmarum","South American palm weevil",Full,https://www.cabi.org/isc/datasheet/47473/aqb
"Rhyzopertha dominica","lesser grain borer",Full,https://www.cabi.org/isc/datasheet/47191/aqb
"Rice yellow mottle virus",,Full,https://www.cabi.org/isc/datasheet/47658/aqb
"Ricinus communis","castor bean",Full,https://www.cabi.org/isc/datasheet/47618/aqb
"Rift Valley fever",,Full,https://www.cabi.org/isc/datasheet/66185/aqb
"Rift Valley fever virus",,Full,https://www.cabi.org/isc/datasheet/66184/aqb
"rinderpest",,Full,https://www.cabi.org/isc/datasheet/66195/aqb
"rinderpest virus",,Full,https://www.cabi.org/isc/datasheet/74027/aqb
"Rivina humilis","bloodberry",Full,https://www.cabi.org/isc/datasheet/116742/aqb
"Robinia pseudoacacia","black locust",Full,https://www.cabi.org/isc/datasheet/47698/aqb
"Rosa multiflora","Multiflora rose",Full,https://www.cabi.org/isc/datasheet/47824/aqb
"Rosa rugosa","rugosa rose",Full,https://www.cabi.org/isc/datasheet/47835/aqb
"Rosmarinus officinalis","rosemary",Full,https://www.cabi.org/isc/datasheet/47678/aqb
"Rottboellia cochinchinensis","itch grass",Full,https://www.cabi.org/isc/datasheet/47782/aqb
"Roystonea oleracea","Caribbean royal palm",Full,https://www.cabi.org/isc/datasheet/47910/aqb
"Rubus alceifolius","giant bramble",Full,https://www.cabi.org/isc/datasheet/47978/aqb
"Rubus argutus","sawtooth blackberry",Full,https://www.cabi.org/isc/datasheet/118973/aqb
"Rubus armeniacus","Himalayan blackberry",Full,https://www.cabi.org/isc/datasheet/116780/aqb
"Rubus ellipticus","yellow Himalayan raspberry",Full,https://www.cabi.org/isc/datasheet/47994/aqb
"Rubus fruticosus","blackberry",Full,https://www.cabi.org/isc/datasheet/47995/aqb
"Rubus niveus","Mysore raspberry",Full,https://www.cabi.org/isc/datasheet/107939/aqb
"Rubus parviflorus","thimbleberry",Full,https://www.cabi.org/isc/datasheet/48013/aqb
"Rubus racemosus","black raspberry",Full,https://www.cabi.org/isc/datasheet/120418/aqb
"Rubus rosifolius","roseleaf raspberry",Full,https://www.cabi.org/isc/datasheet/118972/aqb
"Rudbeckia laciniata","cutleaf coneflower",Full,https://www.cabi.org/isc/datasheet/48032/aqb
"Ruditapes philippinarum","Japanese carpet shell",Full,https://www.cabi.org/isc/datasheet/61697/aqb
"Ruellia simplex","Mexican petunia",Full,https://www.cabi.org/isc/datasheet/110307/aqb
"Rugosa rugosa","wrinkled frog",Full,https://www.cabi.org/isc/datasheet/121512/aqb
"Rumex acetosella","sheep's sorrel",Full,https://www.cabi.org/isc/datasheet/48056/aqb
"Rumex crispus","curled dock",Full,https://www.cabi.org/isc/datasheet/48059/aqb
"Rumex obtusifolius","broad-leaved dock",Full,https://www.cabi.org/isc/datasheet/48064/aqb
"Rusa marianna","Philippine deer",Full,https://www.cabi.org/isc/datasheet/89935/aqb
"Rutilus rutilus","roach",Full,https://www.cabi.org/isc/datasheet/66337/aqb
"Saccharum ravennae","ravenna grass",Full,https://www.cabi.org/isc/datasheet/109359/aqb
"Saccharum spontaneum",,,https://www.cabi.org/isc/datasheet/48162/aqb
"Sacciolepis indica","glen woodgrass",Full,https://www.cabi.org/isc/datasheet/116837/aqb
"Sagittaria latifolia","broadleaf arrowhead",Full,https://www.cabi.org/isc/datasheet/109160/aqb
"Saissetia oleae","olive scale",Full,https://www.cabi.org/isc/datasheet/48204/aqb
"Salix cinerea","grey sallow",Full,https://www.cabi.org/isc/datasheet/48540/aqb
"Salix fragilis","crack willow",Full,https://www.cabi.org/isc/datasheet/48577/aqb
"Salmo salar","Atlantic salmon",Full,https://www.cabi.org/isc/datasheet/65307/aqb
"Salmo trutta","sea trout",Full,https://www.cabi.org/isc/datasheet/65308/aqb
"Salmonella",,Full,https://www.cabi.org/isc/datasheet/48237/aqb
"Salmonella abortusovis",,Full,https://www.cabi.org/isc/datasheet/65273/aqb
"Salmonella gallinarum",,Full,https://www.cabi.org/isc/datasheet/48239/aqb
"Salmonella pullorum",,Full,https://www.cabi.org/isc/datasheet/65298/aqb
"Salsola kali","common saltwort",Full,https://www.cabi.org/isc/datasheet/50297/aqb
"Salsola paulsenii","barbwire Russian thistle",Full,https://www.cabi.org/isc/datasheet/116867/aqb
"Salsola vermiculata","Mediterranean saltwort",Full,https://www.cabi.org/isc/datasheet/48244/aqb
"Salvelinus fontinalis","brook trout",Full,https://www.cabi.org/isc/datasheet/65325/aqb
"Salvelinus namaycush","lake trout",Full,https://www.cabi.org/isc/datasheet/65327/aqb
"Salvia occidentalis","West Indian sage",Full,https://www.cabi.org/isc/datasheet/120580/aqb
"Salvia splendens","scarlet sage",Full,https://www.cabi.org/isc/datasheet/48213/aqb
"Salvinia auriculata","giant salvinia",Full,https://www.cabi.org/isc/datasheet/48444/aqb
"Salvinia minima",,Full,https://www.cabi.org/isc/datasheet/107785/aqb
"Salvinia molesta","Kariba weed",Full,https://www.cabi.org/isc/datasheet/48447/aqb
"Samanea saman","rain tree",Full,https://www.cabi.org/isc/datasheet/4026/aqb
"Sambucus nigra","elder",Full,https://www.cabi.org/isc/datasheet/48259/aqb
"Sanchezia parvibracteata","sanchezia",Full,https://www.cabi.org/isc/datasheet/120290/aqb
"Sanchezia speciosa","shrubby whitevein",Full,https://www.cabi.org/isc/datasheet/120148/aqb
"Sander lucioperca","pike-perch",Full,https://www.cabi.org/isc/datasheet/65338/aqb
"Sander vitreus","walleye",Full,https://www.cabi.org/isc/datasheet/65339/aqb
"Sansevieria hyacinthoides","African bowstring hemp",Full,https://www.cabi.org/isc/datasheet/48195/aqb
"Sansevieria trifasciata","mother-in-law’s tongue",Full,https://www.cabi.org/isc/datasheet/48196/aqb
"Saperda carcharias","large poplar borer",Full,https://www.cabi.org/isc/datasheet/48316/aqb
"Saperda populnea","small poplar borer",Full,https://www.cabi.org/isc/datasheet/48317/aqb
"Sapium sebiferum","Chinese tallow tree",Full,https://www.cabi.org/isc/datasheet/48351/aqb
"Sargassum muticum","wire weed",Full,https://www.cabi.org/isc/datasheet/108973/aqb
"Sarotherodon galilaeus","mango tilapia",Full,https://www.cabi.org/isc/datasheet/65484/aqb
"Scaevola taccada","beach naupaka",Full,https://www.cabi.org/isc/datasheet/48817/aqb
"Scardinius erythrophthalmus","rudd",Full,https://www.cabi.org/isc/datasheet/65689/aqb
"Schefflera actinophylla","umbrella tree",Full,https://www.cabi.org/isc/datasheet/48920/aqb
"Schilbe mystus","African butter catfish",Full,https://www.cabi.org/isc/datasheet/120107/aqb
"Schinus molle",,,https://www.cabi.org/isc/datasheet/49028/aqb
"Schinus terebinthifolius","Brazilian pepper tree",Full,https://www.cabi.org/isc/datasheet/49031/aqb
"Schismus arabicus","Arabian schismus",Full,https://www.cabi.org/isc/datasheet/116949/aqb
"Schistocerca nitens","gray bird grasshopper",Full,https://www.cabi.org/isc/datasheet/49834/aqb
"Schizolobium parahyba","Brazilian fern tree",Full,https://www.cabi.org/isc/datasheet/48989/aqb
"Schizoporella errata","branching bryozoan",Full,https://www.cabi.org/isc/datasheet/109921/aqb
"Schmallenberg disease",,Full,https://www.cabi.org/isc/datasheet/118798/aqb
"Sciaenops ocellatus","red drum",Full,https://www.cabi.org/isc/datasheet/64720/aqb
"Scirtothrips aurantii","South African citrus thrips",Full,https://www.cabi.org/isc/datasheet/49061/aqb
"Scirtothrips dorsalis","chilli thrips",Full,https://www.cabi.org/isc/datasheet/49065/aqb
"Scirtothrips perseae","avocado thrips",Full,https://www.cabi.org/isc/datasheet/49072/aqb
"Sciurus aberti","Abert's squirrel",Full,https://www.cabi.org/isc/datasheet/64725/aqb
"Sciurus carolinensis",,,https://www.cabi.org/isc/datasheet/49075/aqb
"Sciurus niger","fox squirrel",Full,https://www.cabi.org/isc/datasheet/64742/aqb
"Scolytus intricatus","European oak bark beetle",Full,https://www.cabi.org/isc/datasheet/49203/aqb
"Scolytus morawitzi","scolytid of Morawitz",Full,https://www.cabi.org/isc/datasheet/49211/aqb
"Scolytus schevyrewi","banded elm bark beetle",Full,https://www.cabi.org/isc/datasheet/49200/aqb
"scrapie",,Full,https://www.cabi.org/isc/datasheet/64847/aqb
"Scutellonema bradys","yam nematode",Full,https://www.cabi.org/isc/datasheet/49315/aqb
"Scyphophorus acupunctatus","agave weevil",Full,https://www.cabi.org/isc/datasheet/49421/aqb
"Sechium edule","chayote",Full,https://www.cabi.org/isc/datasheet/49493/aqb
"Seiridium cardinale","cypress canker",Full,https://www.cabi.org/isc/datasheet/49497/aqb
"Senecio inaequidens","South African ragwort",Full,https://www.cabi.org/isc/datasheet/49557/aqb
"Senecio jacobaea","common ragwort",Full,https://www.cabi.org/isc/datasheet/49558/aqb
"Senecio madagascariensis","fireweed",Full,https://www.cabi.org/isc/datasheet/49565/aqb
"Senecio vulgaris",,Full,https://www.cabi.org/isc/datasheet/49571/aqb
"Senna bacillaris","whitebark senna",Full,https://www.cabi.org/isc/datasheet/120136/aqb
"Senna multijuga","November shower",Full,https://www.cabi.org/isc/datasheet/49589/aqb
"Senna obtusifolia","sicklepod",Full,https://www.cabi.org/isc/datasheet/49593/aqb
"Senna occidentalis","coffee senna",Full,https://www.cabi.org/isc/datasheet/11450/aqb
"Senna septemtrionalis","smooth senna",Full,https://www.cabi.org/isc/datasheet/49597/aqb
"Senna siamea","yellow cassia",Full,https://www.cabi.org/isc/datasheet/11462/aqb
"Senna spectabilis","whitebark senna",Full,https://www.cabi.org/isc/datasheet/11464/aqb
"Senna surattensis","golden senna",Full,https://www.cabi.org/isc/datasheet/117093/aqb
"Sepedomerus macropus","liverfluke snail predator fly",Full,https://www.cabi.org/isc/datasheet/121695/aqb
"Sepedon aenescens","snail-killing fly",Full,https://www.cabi.org/isc/datasheet/50832/aqb
"Sesamia cretica","greater sugarcane borer",Full,https://www.cabi.org/isc/datasheet/49749/aqb
"Sesamia grisescens","Pink sugarcane borer",Full,https://www.cabi.org/isc/datasheet/49750/aqb
"Sesbania punicea","red sesbania",Full,https://www.cabi.org/isc/datasheet/49464/aqb
"Sesbania sericea","silky sesban",Full,https://www.cabi.org/isc/datasheet/119439/aqb
"Sesbania sesban","sesban",Full,https://www.cabi.org/isc/datasheet/49466/aqb
"Setaria faberi","giant foxtail",Full,https://www.cabi.org/isc/datasheet/49767/aqb
"Setaria palmifolia","palm grass",Full,https://www.cabi.org/isc/datasheet/119079/aqb
"Setaria parviflora","knotroot foxtail",Full,https://www.cabi.org/isc/datasheet/49768/aqb
"Setaria verticillata","bristly foxtail",Full,https://www.cabi.org/isc/datasheet/49775/aqb
"Setaria viridis","green foxtail",Full,https://www.cabi.org/isc/datasheet/49776/aqb
"sheep and goat pox",,Full,https://www.cabi.org/isc/datasheet/81537/aqb
"Sheeppox virus",,Full,https://www.cabi.org/isc/datasheet/64145/aqb
"Sicyos angulatus","burcucumber",Full,https://www.cabi.org/isc/datasheet/49978/aqb
"Sida acuta","sida",Full,https://www.cabi.org/isc/datasheet/49985/aqb
"Silene gallica","common catchfly",Full,https://www.cabi.org/isc/datasheet/117143/aqb
"Silene latifolia subsp. alba","white campion",Full,https://www.cabi.org/isc/datasheet/33165/aqb
"Silurus asotus","Amur catfish",Full,https://www.cabi.org/isc/datasheet/64278/aqb
"Silurus glanis","wels catfish",Full,https://www.cabi.org/isc/datasheet/64279/aqb
"Silybum marianum","variegated thistle",Full,https://www.cabi.org/isc/datasheet/50304/aqb
"Simosyrphus grandicornis","flower fly",Full,https://www.cabi.org/isc/datasheet/50061/aqb
"Siphoninus phillyreae","ash whitefly",Full,https://www.cabi.org/isc/datasheet/51036/aqb
"Sirex noctilio","woodwasp",Full,https://www.cabi.org/isc/datasheet/50192/aqb
"Sirococcus clavigignenti-juglandacearum","butternut canker",Full,https://www.cabi.org/isc/datasheet/50182/aqb
"Sisymbrium irio",,Full,https://www.cabi.org/isc/datasheet/50196/aqb
"Sitobion miscanthi","indian grain aphid",Full,https://www.cabi.org/isc/datasheet/51740/aqb
"Sitophilus granarius","grain weevil",Full,https://www.cabi.org/isc/datasheet/10850/aqb
"Sitophilus oryzae","lesser grain weevil",Full,https://www.cabi.org/isc/datasheet/10887/aqb
"Sitophilus zeamais","greater grain weevil",Full,https://www.cabi.org/isc/datasheet/10926/aqb
"Sitotroga cerealella","grain moth",Full,https://www.cabi.org/isc/datasheet/50238/aqb
"small hive beetle infestation",,Full,https://www.cabi.org/isc/datasheet/109537/aqb
"Soil, sand and gravel (pathway vector)",,Full,https://www.cabi.org/isc/datasheet/108259/aqb
"Solanum capsicoides","cockroach berry",Full,https://www.cabi.org/isc/datasheet/110315/aqb
"Solanum carolinense","horsenettle",Full,https://www.cabi.org/isc/datasheet/50510/aqb
"Solanum elaeagnifolium","silverleaf nightshade",Full,https://www.cabi.org/isc/datasheet/50516/aqb
"Solanum erianthum","potato tree",Full,https://www.cabi.org/isc/datasheet/120139/aqb
"Solanum mammosum","nipplefruit nightshade",Full,https://www.cabi.org/isc/datasheet/110316/aqb
"Solanum mauritianum","tobacco tree",Full,https://www.cabi.org/isc/datasheet/50533/aqb
"Solanum nigrum","black nightshade",Full,https://www.cabi.org/isc/datasheet/50540/aqb
"Solanum rostratum","prickly nightshade",Full,https://www.cabi.org/isc/datasheet/50544/aqb
"Solanum seaforthianum","Brazilian nightshade",Full,https://www.cabi.org/isc/datasheet/50548/aqb
"Solanum torvum","turkey berry",Full,https://www.cabi.org/isc/datasheet/50559/aqb
"Solanum tuberosum","potato",Full,https://www.cabi.org/isc/datasheet/50561/aqb
"Solanum viarum","tropical soda apple",Full,https://www.cabi.org/isc/datasheet/50562/aqb
"Solenopsis geminata","tropical fire ant",Full,https://www.cabi.org/isc/datasheet/50568/aqb
"Solenopsis invicta","red imported fire ant",Full,https://www.cabi.org/isc/datasheet/50569/aqb
"Solenopsis papuana","Papuan thief ant",Full,https://www.cabi.org/isc/datasheet/109216/aqb
"Solenopsis richteri","black imported fire ant",Full,https://www.cabi.org/isc/datasheet/50571/aqb
"Solidago canadensis","Canadian goldenrod",Full,https://www.cabi.org/isc/datasheet/50599/aqb
"Solidago gigantea","giant goldenrod",Full,https://www.cabi.org/isc/datasheet/50575/aqb
"Solidago nemoralis","grey goldenrod",Full,https://www.cabi.org/isc/datasheet/50601/aqb
"Soliva sessilis",,Full,https://www.cabi.org/isc/datasheet/108899/aqb
"Sonchus arvensis","perennial sowthistle",Full,https://www.cabi.org/isc/datasheet/50583/aqb
"Sonchus oleraceus","common sowthistle",Full,https://www.cabi.org/isc/datasheet/50584/aqb
"Sophonia orientalis","two-spotted leafhopper",Full,https://www.cabi.org/isc/datasheet/50605/aqb
"Sorghum halepense","Johnson grass",Full,https://www.cabi.org/isc/datasheet/50624/aqb
"Spartina alterniflora","smooth cordgrass",Full,https://www.cabi.org/isc/datasheet/107740/aqb
"Spartina anglica","common cordgrass",Full,https://www.cabi.org/isc/datasheet/107739/aqb
"Spartina densiflora",,Full,https://www.cabi.org/isc/datasheet/51136/aqb
"Spathodea campanulata","African tulip tree",Full,https://www.cabi.org/isc/datasheet/51139/aqb
"Spathoglottis plicata","Philippine ground orchid",Full,https://www.cabi.org/isc/datasheet/117275/aqb
"Spergula arvensis","corn spurry",Full,https://www.cabi.org/isc/datasheet/50838/aqb
"Spermacoce verticillata","shrubby false buttonwood",Full,https://www.cabi.org/isc/datasheet/9479/aqb
"Sphaerodactylus vincenti","Saint Vincent dwarf gecko",Full,https://www.cabi.org/isc/datasheet/119375/aqb
"Sphaeropsis sapinea","Sphaeropsis blight",Full,https://www.cabi.org/isc/datasheet/19160/aqb
"Sphagneticola trilobata","wedelia",Full,https://www.cabi.org/isc/datasheet/56714/aqb
"Sphenoclea zeylanica","wedgewort",Full,https://www.cabi.org/isc/datasheet/51031/aqb
"Spiroplasma kunkelii","corn stunt spiroplasma",Full,https://www.cabi.org/isc/datasheet/50978/aqb
"Spodoptera eridania","southern armyworm",Full,https://www.cabi.org/isc/datasheet/44518/aqb
"Spodoptera exempta","black armyworm",Full,https://www.cabi.org/isc/datasheet/29809/aqb
"Spodoptera frugiperda","fall armyworm",Full,https://www.cabi.org/isc/datasheet/29810/aqb
"Spodoptera littoralis","cotton leafworm",Full,https://www.cabi.org/isc/datasheet/51070/aqb
"Spodoptera litura","taro caterpillar",Full,https://www.cabi.org/isc/datasheet/44520/aqb
"Sporisorium pulverulentum","Sporisorium smut of wild Saccharum",Full,https://www.cabi.org/isc/datasheet/108971/aqb
"Sporisorium sacchari","Asian sugarcane smut",Full,https://www.cabi.org/isc/datasheet/108969/aqb
"Sporisorium scitamineum","sugarcane smut",Full,https://www.cabi.org/isc/datasheet/55949/aqb
"Sporobolus africanus","rat’s tail grass",Full,https://www.cabi.org/isc/datasheet/117302/aqb
"Sporobolus pyramidatus","whorled dropseed",Full,https://www.cabi.org/isc/datasheet/117309/aqb
"spring viraemia of carp",,Full,https://www.cabi.org/isc/datasheet/96466/aqb
"spring viraemia of carp virus",,Full,https://www.cabi.org/isc/datasheet/66991/aqb
"Squalius cephalus","European chub",Full,https://www.cabi.org/isc/datasheet/117313/aqb
"Squash leaf curl virus","leaf curl of squash",Full,https://www.cabi.org/isc/datasheet/15038/aqb
"Stachys arvensis","staggerweed",Full,https://www.cabi.org/isc/datasheet/51330/aqb
"Stachytarpheta cayennensis","blue snakeweed",Full,https://www.cabi.org/isc/datasheet/117322/aqb
"Stachytarpheta jamaicensis","Jamaica vervain",Full,https://www.cabi.org/isc/datasheet/51364/aqb
"Stachytarpheta urticifolia","rattail",Full,https://www.cabi.org/isc/datasheet/117323/aqb
"Stellaria media","common chickweed",Full,https://www.cabi.org/isc/datasheet/51635/aqb
"Stenotaphrum secundatum","buffalo grass",Full,https://www.cabi.org/isc/datasheet/51763/aqb
"Sternochetus mangiferae","mango seed weevil",Full,https://www.cabi.org/isc/datasheet/16434/aqb
"Stictococcus vayssierei","cassava brown root scale",Full,https://www.cabi.org/isc/datasheet/118988/aqb
"Strawberry vein banding virus","vein banding of strawberry",Full,https://www.cabi.org/isc/datasheet/52407/aqb
"Streptopelia decaocto","Eurasian collared-dove",Full,https://www.cabi.org/isc/datasheet/63366/aqb
"Striga asiatica","witch weed",Full,https://www.cabi.org/isc/datasheet/51786/aqb
"Striga aspera","witchweed",Full,https://www.cabi.org/isc/datasheet/51848/aqb
"Striga densiflora","witchweed",Full,https://www.cabi.org/isc/datasheet/51783/aqb
"Striga gesnerioides","cowpea witchweed",Full,https://www.cabi.org/isc/datasheet/51785/aqb
"Striga hermonthica","witchweed",Full,https://www.cabi.org/isc/datasheet/51849/aqb
"Sturnus vulgaris",,,https://www.cabi.org/isc/datasheet/51979/aqb
"Styela clava",,,https://www.cabi.org/isc/datasheet/62274/aqb
"Styela plicata",,,https://www.cabi.org/isc/datasheet/62275/aqb
"Sugarcane mosaic virus","mosaic of abaca",Full,https://www.cabi.org/isc/datasheet/49801/aqb
"Suid herpesvirus 1",,Full,https://www.cabi.org/isc/datasheet/92831/aqb
"Suncus murinus",,,https://www.cabi.org/isc/datasheet/62382/aqb
"surra",,Full,https://www.cabi.org/isc/datasheet/62413/aqb
"Sus scrofa [ISC]","feral pig",Full,https://www.cabi.org/isc/datasheet/119688/aqb
"Sweet potato feathery mottle virus","internal cork disease of sweet potato",Full,https://www.cabi.org/isc/datasheet/50963/aqb
"swine vesicular disease",,Full,https://www.cabi.org/isc/datasheet/62450/aqb
"swine vesicular disease virus",,Full,https://www.cabi.org/isc/datasheet/62454/aqb
"Synchytrium endobioticum","wart disease of potato",Full,https://www.cabi.org/isc/datasheet/52315/aqb
"Synedrella nodiflora","synedrella",Full,https://www.cabi.org/isc/datasheet/52325/aqb
"Syngonium podophyllum","arrowhead vine",Full,https://www.cabi.org/isc/datasheet/52285/aqb
"Syzygium cumini","black plum",Full,https://www.cabi.org/isc/datasheet/52426/aqb
"Syzygium grande","sea apple",Full,https://www.cabi.org/isc/datasheet/52439/aqb
"Syzygium jambos","rose apple",Full,https://www.cabi.org/isc/datasheet/52443/aqb
"Syzygium malaccense","Malay apple",Full,https://www.cabi.org/isc/datasheet/52448/aqb
"Tabanidae",,Full,https://www.cabi.org/isc/datasheet/105617/aqb
"Tabebuia heterophylla","pink trumpet tree",Full,https://www.cabi.org/isc/datasheet/52567/aqb
"Taenia solium",,Full,https://www.cabi.org/isc/datasheet/62718/aqb
"Taeniatherum caput-medusae","medusahead wildrye",Full,https://www.cabi.org/isc/datasheet/117419/aqb
"Tagetes minuta","stinking Roger",Full,https://www.cabi.org/isc/datasheet/52642/aqb
"Tamarix aphylla","athel",Full,https://www.cabi.org/isc/datasheet/52483/aqb
